"","ACCIDENT_NO","LONGITUDE","LATITUDE"
"69668","T20150009800",146.33541316,-38.59041309
"49569","T20170024632",143.85194702,-37.56112552
"8318","T20150002119",145.0591188,-37.83166779
"6047","T20150000102",144.58639552,-38.22560767
"53736","T20180009732",143.85427473,-37.57687924
"19698","T20150025969",145.01901134,-37.82682493
"47071","T20170018675",145.22049146,-37.81707875
"35623","T20170004273",144.96356381,-37.82140835
"43405","T20170014102",144.89186033,-37.71596173
"20899","T20150025955",144.10182113,-37.38580895
"72385","T20160016942",146.16638612,-38.39138414
"65005","T20180016808",141.74275455,-37.95517859
"73370","T20170001825",145.35531602,-37.75562667
"8375","T20150002918",145.28752008,-37.82600126
"22582","T20160004245",145.23729514,-38.01962749
"32364","T20160024279",145.59372,-37.89958799
"70476","T20150019839",144.99777905,-37.82567819
"64974","T20190007554",145.84509296,-36.912021
"74208","T20170013484",144.91987446,-37.60891955
"11065","T20150007610",141.55539695,-37.89892436
"7305","T20150002893",145.10207502,-37.59229052
"21316","T20150024293",144.96557354,-37.78126053
"54056","T20180007666",143.2528445,-38.73187535
"42925","T20170019309",144.83982327,-37.74576288
"62923","T20180022856",144.6575318,-37.87064635
"28226","T20160011364",145.03890093,-37.95587134
"19276","T20150025293",144.98060911,-37.76993104
"47934","T20170019484",144.68537356,-37.89161037
"26506","T20160012926",145.56343979,-37.43688491
"8195","T20150002037",144.95992475,-37.81331702
"44852","T20170022800",144.86098521,-37.5507583
"24259","T20160002630",145.12602703,-37.67444665
"64729","T20190007008",144.57559162,-37.68380197
"10413","T20150006638",145.09623082,-37.83178451
"8108","T20150000874",144.35907114,-38.18106683
"7979","T20150002237",145.18611394,-37.9300786
"4193","T20140022469",-1,-1
"73324","T20170001302",145.03506187,-37.82407506
"20498","T20160000287",145.16291887,-37.99403992
"38360","T20170009200",145.42026632,-36.38083931
"41425","T20170010249",145.12250576,-38.04830712
"34168","T20170001152",145.40204946,-36.38357836
"42354","T20170008031",145.14966372,-37.89849363
"49691","T20180001421",143.58165474,-38.3393076
"57972","T20180013517",145.12012919,-38.14538761
"52134","T20180010532",144.78987358,-37.72783428
"27844","T20160014400",144.3393149,-38.12692263
"56276","T20180013295",145.23643562,-37.90389964
"49258","T20180000859",145.1734104,-37.82467222
"7723","T20150001011",144.96029459,-37.80420806
"17395","T20150019615",145.0209884,-37.73013809
"55239","T20180020758",144.97441002,-37.81430297
"70354","T20150018389",145.01398158,-37.86815083
"54751","T20180009325",144.95632289,-37.81771642
"44408","T20170016317",144.82871917,-37.77713403
"66171","T20190007325",144.96792554,-37.77463008
"19028","T20150021355",144.98387678,-37.78320436
"61439","T20180007576",145.1919127,-37.29095494
"35058","T20160026452",144.97587156,-37.86058051
"37740","T20170002832",144.34244473,-38.19562049
"71662","T20160007871",142.14700033,-34.19824703
"25257","T20160004145",144.35475223,-38.10023341
"28348","T20160012950",143.70832089,-38.69430134
"3497","T20140020678",146.96924629,-36.5576459
"56445","T20180010883",146.4180329,-36.25858016
"60783","T20180021097",146.81213978,-36.53335268
"19421","T20150021541",144.99764811,-37.82688481
"74294","T20170014509",144.96801202,-37.80838053
"55605","T20180021485",147.63114555,-37.8262295
"69289","T20150005488",144.36222315,-38.15007903
"6136","T20140025099",145.37121716,-37.79709845
"18489","T20150023944",145.12639208,-37.89222175
"38898","T20170004078",144.88498391,-37.63532103
"759","T20140014946",-1,-1
"31611","T20160022998",149.35733375,-37.55457287
"49685","T20170010525",144.97700952,-37.80705296
"7129","T20140026162",144.99385809,-37.75515174
"43022","T20160026800",145.59125378,-37.22448438
"18972","T20150022401",147.0334442,-36.32881225
"10435","T20150006749",144.99722711,-37.82960059
"32821","T20160021555",144.28003948,-36.76101839
"76183","T20180017194",144.35255711,-38.19678814
"72428","T20160017595",145.11964715,-37.81547813
"14472","T20150015274",143.2791895,-38.75464097
"10581","T20150007121",147.114185,-37.77839505
"44345","T20170001412",143.60914765,-35.46645968
"46267","T20140017293",-1,-1
"77152","T20190007552",145.91427592,-36.57872796
"23388","T20160005450",145.45309986,-37.89373228
"18035","T20150023258",142.18674556,-36.70603586
"58441","T20180024532",145.20398808,-37.94515601
"2220","T20140018480",144.98926167,-37.82237402
"46448","T20140019819",-1,-1
"52021","T20170014933",145.0677719,-37.88439413
"44860","T20170022706",145.00977262,-37.81144571
"11720","T20150007778",145.24969642,-37.8084218
"53167","T20180003325",144.15611239,-37.99153549
"35613","T20170004566",146.22191989,-38.55894465
"50549","T20180001399",144.81794167,-38.37266448
"3943","T20140020508",-1,-1
"24926","T20160003650",144.46536078,-37.74572749
"11856","T20150010983",145.10973502,-37.87835897
"32006","T20160023476",142.20167254,-36.70679574
"57904","T20190001658",147.07382832,-38.06803893
"17825","T20150022789",144.97052747,-37.79737827
"12987","T20150010574",144.60845044,-37.87639496
"55013","T20180010768",144.35362718,-38.1626975
"59583","T20180018477",145.02888407,-37.80756209
"12894","T20150011092",144.1568551,-37.62111488
"26952","T20160009002",145.12554941,-37.67798946
"48304","T20170020154",144.92858716,-37.60655571
"5560","T20140024739",145.02184761,-37.74718941
"5960","T20140026966",145.08906665,-37.90042732
"64933","T20190004126",144.96232588,-37.81227885
"39254","T20170006480",145.312642,-37.99667811
"18714","T20150021942",144.73335005,-37.87405564
"32866","T20160020842",144.61690024,-37.69967212
"14024","T20150013036",145.25222688,-38.04264772
"64037","T20190012097",145.58737391,-37.85905633
"11423","T20150008211",145.12362115,-38.02366995
"33024","T20160025967",144.98682731,-37.82279692
"51485","T20170024525",144.9529262,-37.77618333
"71179","T20160001632",145.2787772,-37.85407256
"76582","T20180023705",147.02143058,-36.10902814
"28847","T20160017432",144.89774502,-37.82916271
"27211","T20160013219",144.35484379,-38.09884185
"51204","T20170024091",145.38192864,-37.78596531
"22343","T20150027010",143.68997992,-37.61870657
"73065","T20160025999",144.96756169,-37.81161479
"13203","T20150013599",144.93855318,-37.82959029
"48894","T20170021427",145.19378964,-37.63837916
"12389","T20150011878",144.77579606,-37.78439847
"47117","T20170019451",145.21719463,-37.97105337
"77410","T20190011417",145.00087427,-37.88876774
"28744","T20160017254",143.87007678,-37.56900029
"55423","T20180010526",145.42175008,-37.7573823
"63838","T20190004971",144.82993375,-37.78240615
"47227","T20170005623",144.9684856,-37.79166435
"71839","T20160009978",146.0127195,-38.57834031
"45846","T20170024943",143.21762806,-38.7008789
"54235","T20180006835",145.02886586,-38.43839739
"37432","T20170003181",147.16859,-36.33480999
"15659","T20150017117",145.02656216,-37.64047842
"8022","T20150001733",145.75254634,-37.90912826
"77044","T20190005881",145.15520071,-37.93672232
"64693","T20190003389",144.96463158,-37.72963123
"49672","T20170021238",143.86763518,-37.58475363
"73842","T20170008490",144.98842102,-37.90381427
"3196","T20140019636",145.17122149,-37.84292351
"21101","T20160001383",144.8979837,-37.80104053
"28468","T20160011843",145.30766723,-38.11632322
"29285","T20160013257",144.4659326,-37.68734641
"15686","T20150018400",145.0791298,-37.6551607
"14084","T20150011826",144.96065231,-37.77606123
"50563","T20180010550",144.95669823,-37.83976491
"46205","T20170015646",144.69037072,-37.86847663
"18303","T20150019971",144.96506688,-37.83052111
"73539","T20170004455",145.03525184,-37.92566373
"11248","T20150008013",147.25902437,-37.47469439
"16382","T20150019870",146.29438782,-38.32715425
"50235","T20170023683",144.7857601,-37.68458137
"44840","T20170002253",144.94309034,-37.60174307
"11222","T20150009915",145.22088999,-37.73504999
"22623","T20150026990",144.01111999,-37.55243999
"53044","T20180005628",145.05744604,-37.66412133
"53307","T20180013156",145.3144133,-38.18019245
"42430","T20170018104",144.94959573,-37.83017912
"35003","T20170002632",144.3634419,-38.14466017
"63856","T20190011728",145.72637048,-38.33330297
"71741","T20160008732",145.16912935,-38.15604945
"51546","T20180005012",144.93988449,-37.84131076
"10073","T20150007828",143.89340351,-37.42179378
"58693","T20190003726",145.19880392,-37.99076685
"61737","T20190007006",143.73111173,-36.61708537
"56580","T20180013887",144.72691177,-37.85232087
"8218","T20150002698",145.13903073,-38.18061043
"10202","T20150006374",144.76234635,-37.69403392
"16812","T20150016917",144.93661423,-37.01245562
"43364","T20170014092",145.18353054,-37.12833271
"57368","T20180015931",145.00523431,-37.62075643
"59828","T20180020885",144.34955601,-38.30580952
"67399","T20180024420",143.81972508,-37.58835668
"25307","T20160009209",144.95509683,-37.821219
"66058","T20190010745",144.75868098,-37.59683233
"26276","T20160009165",145.25791562,-37.8918531
"50960","T20180011506",144.74793819,-37.86223198
"1003","T20140016117",-1,-1
"63948","T20190001593",147.48129273,-37.78110057
"27648","T20160011584",145.13998968,-37.81255399
"28117","T20160008722",145.14353937,-37.68365507
"1684","T20140017027",145.34016023,-38.050617
"71406","T20160004530",145.12082462,-37.51119685
"55214","T20180017641",144.7672409,-37.86837538
"46888","T20140022144",144.11774406,-38.21391367
"72555","T20160019249",145.25812354,-38.08000475
"47124","T20170019577",144.94799224,-37.75368584
"7361","T20150000862",144.28715579,-36.76476304
"3485","T20140021476",-1,-1
"74657","T20170019682",144.12900426,-37.86170992
"13436","T20150013080",144.54013574,-38.22511072
"65241","T20190007432",144.99164517,-37.86798149
"57446","T20180022577",144.26110231,-38.34674123
"11671","T20150010678",145.0752824,-37.99938825
"32702","T20160021368",142.85384918,-35.56289898
"7384","T20150003053",147.75754793,-37.74662849
"74289","T20170014471",144.77725715,-37.82304147
"725","T20140015564",-1,-1
"66283","T20190010413",145.23738001,-37.79406577
"49263","T20170009619",144.74127264,-37.72917229
"25126","T20160003422",145.13498582,-37.75261713
"40789","T20160023148",146.6048918,-36.29947084
"49116","T20170023645",145.28593274,-37.88728592
"39634","T20170012435",144.76699816,-37.74058449
"14737","T20150012953",144.7554596,-37.86953108
"34498","T20170001337",148.96044582,-37.59143979
"60130","T20180004844",145.05026034,-37.79579111
"74123","T20170012421",145.02542109,-38.38044704
"65809","T20190009859",145.10573785,-38.24762126
"14715","T20150015568",145.3679213,-36.02463692
"9506","T20150003077",144.89047012,-37.7294764
"71152","T20160001329",145.29509596,-37.77086092
"17942","T20150022575",144.96762184,-37.81782557
"68425","T20190011703",145.58860248,-36.1503719
"31193","T20160014912",145.37220665,-37.80008859
"43009","T20170009425",145.00047581,-37.89038726
"37468","T20170003262",145.27974459,-37.81246804
"57844","T20180017279",144.99931116,-37.68973113
"72822","T20160022680",145.00234674,-38.27236933
"533","T20140015085",145.92963431,-37.02771461
"2893","T20140019833",-1,-1
"20636","T20150023511",145.13797102,-37.948826
"49181","T20170021899",144.57106573,-37.65115939
"58442","T20180014545",145.01336694,-37.68282374
"76126","T20180016257",145.22437376,-37.78119805
"68931","T20150000629",145.30564039,-37.81052991
"76206","T20180017682",144.71046304,-37.61138384
"68544","T20140022890",-1,-1
"48391","T20170022122",145.77947243,-38.24028241
"68372","T20190010725",147.61940385,-37.82878643
"12949","T20150009858",143.85774499,-37.56210043
"50362","T20170011609",145.04261908,-37.7697443
"28971","T20160010217",145.38608239,-36.40890559
"52350","T20180006697",145.05095878,-37.82432746
"57874","T20180013389",144.94225428,-37.78928504
"15758","T20150015324",145.21586541,-37.95343769
"14528","T20150016228",145.6612473,-38.19060412
"46577","T20170018313",144.74272735,-37.92655008
"5613","T20140024952",145.08101244,-37.98314437
"12179","T20150011477",145.29548627,-38.13267489
"47804","T20180001634",144.79426833,-38.36435871
"488","T20140014920",144.9029576,-37.72118396
"41870","T20170017307",144.98036746,-37.78751447
"42384","T20170011130",144.81727318,-37.70610472
"67770","T20200009462",144.9997501,-37.82654037
"74481","T20170017217",144.97136253,-37.79257867
"62425","T20180024299",141.11515673,-37.24352112
"7811","T20150001191",145.55725251,-37.95033256
"51543","T20180012643",145.16700267,-38.3178784
"2224","T20140018532",145.11511233,-37.80373923
"67858","T20190003456",142.48599631,-38.38098835
"45491","T20170017125",145.31009181,-37.85186383
"60486","T20180018926",145.08655203,-37.77681471
"73902","T20170009325",145.08027136,-37.65626626
"28025","T20160012185",146.10766427,-37.44705088
"34663","T20170001763",143.94362626,-36.60321592
"30226","T20160020016",145.05832945,-37.67701424
"27725","T20160010454",144.86495404,-37.78123448
"70064","T20150015064",145.19779822,-37.98199339
"11517","T20150009137",145.09014557,-38.01217094
"34612","T20160020872",145.27726721,-36.12498399
"9331","T20150002797",144.34489177,-38.18232732
"19399","T20150021415",145.16133347,-38.09798985
"30645","T20160013540",145.21457017,-37.99008691
"18058","T20150022755",144.99138198,-37.80960679
"59494","T20190005891",144.65518517,-37.72587526
"44096","T20170021534",144.96332237,-37.76558631
"13762","T20150013834",145.08149967,-37.92385912
"32701","T20160021355",143.92923202,-36.83686657
"62225","T20180009467",144.96343879,-37.72228916
"13553","T20150010402",145.63528462,-37.52203476
"55465","T20180007905",145.39468874,-37.72378516
"57756","T20180016994",144.3062401,-38.20248929
"12281","T20150009944",144.24064716,-36.79612096
"75463","T20180006322",145.05919337,-37.94137252
"15956","T20150018949",144.75764598,-37.87824939
"7245","T20150000586",145.18957083,-37.06662337
"34559","T20170002038",144.67061895,-37.73448978
"43255","T20170019902",145.3474447,-37.6512691
"68809","T20140026146",145.03249131,-37.74848626
"68847","T20140026684",144.68985568,-37.83912384
"55378","T20180009040",145.13945415,-37.59811903
"27118","T20160010694",144.98551872,-37.81063234
"71567","T20160006650",144.92347047,-37.82810956
"27787","T20160008076",144.98871413,-37.87079064
"20199","T20150024453",147.27627905,-37.66615522
"29224","T20160017384",144.691017,-37.83446631
"62192","T20180023620",144.73829301,-37.90243534
"29974","T20160016351",145.00975159,-37.74107157
"37084","T20170007401",144.70624042,-37.85115154
"38064","T20170009382",144.97860419,-37.79833307
"44267","T20170015899",144.7442498,-37.69184036
"49140","T20170023712",144.94486054,-37.75866798
"28933","T20160017725",145.10412994,-37.82998513
"25919","T20160008515",144.79621233,-37.70048092
"35593","T20160026641",144.65402515,-38.11516327
"10357","T20150006597",144.99939798,-37.67837825
"56373","T20180020125",142.5876828,-38.43433252
"47583","T20170021539",146.4352186,-38.32957015
"30450","T20160013029",144.2493486,-36.72965071
"29382","T20160013411",144.29189785,-36.7573077
"19105","T20150021474",145.28533885,-37.86566053
"2113","T20140018431",-1,-1
"26559","T20160008505",145.18747619,-38.03649601
"44996","T20170015927",143.85515014,-37.55990785
"2059","T20140017976",-1,-1
"49160","T20180000569",144.98307241,-37.7988319
"36571","T20170006479",144.95419593,-37.83234922
"15312","T20150014306",144.95320965,-37.81497316
"60008","T20190007071",144.9772458,-37.80571141
"33546","T20160023482",145.85252999,-37.08281999
"52151","T20180002679",145.32434588,-38.13339511
"44796","T20170002226",144.95143507,-37.64335403
"67044","T20190009795",146.05521355,-38.30667806
"49612","T20180007979",145.18065076,-37.99976149
"2396","T20140018851",-1,-1
"35806","T20160028045",145.02517199,-37.73143734
